מזהה ייחודי של הצעות חוק,מספר הכנסת,שם החוק שהתקבל,המשרד היוזם לפי התזכיר,קוד הועדה שדנה בהצעת החוק,שם הועדה,השרים הממונים,סיווג - חוקי הסדרים,סיווג - תקציב,מספר מ’ של הצעת החוק,תאריך פרסום החוק בספר החוקים,מספר חוברת,מספר עמוד,מספר עמודי חקיקה,מספר עמודי חקיקה - הערות,דיון ראשון במליאה,הונחה על שולחן הכנסת לקריאה ראשונה,כמה זמן חלף בין הגשת הצעת החוק ועד הקריאה הראשונה,כמה זמן חלף בין הגשת הצעת החוק ועד הקריאה הראשונה - לא כולל פגרות,כמה זמן חלף בין ההצבעה הראשונה שהתקבלה ועד תחילת הדיון בה בוועדה הרלוונטית,כמה זמן חלף בין ההצבעה הראשונה שהתקבלה ועד תחילת הדיון בה בוועדה הרלוונטית - לא כולל פגרות,כמה זמן חלף בין תחילת הדיון בוועדה ועד לסיום הכנת החוק לקריאה שנייה ושלישית,כמה זמן חלף בין תחילת הדיון בוועדה ועד לסיום הכנת החוק לקריאה שנייה ושלישית - לא כולל פגרות,כמה זמן חלף מהגשת הצעת החוק ועד לאישור החוק,כמה זמן חלף מהגשת הצעת החוק ועד לאישור החוק - לא כולל פגרות,כמה זמן חלף מהדיון הראשון במליאה ועד לאישור החוק,כמה זמן חלף מהדיון הראשון במליאה ועד לאישור החוק - לא כולל פגרות
2006776,20,"חוק השכירות והשאילה (תיקון), התשע""ז-2017",,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,1073,2017-07-19,2649,1028,9,,2015-05-11,2016-06-08,0,0,106,106,104,62,406,280,800,555
2018790,20,"חוק איסור הלבנת הון (תיקון מס' 22), התשע""ז-2017",,932,"ועדת החוקה, חוק ומשפט","הכלכלה והתעשייה, האוצר, המשפטים",False,False,1098,2017-07-19,2649,1038,2,,2016-12-12,2016-12-12,0,0,205,163,0,0,219,177,219,177
2015814,20,"חוק קליטת חיילים משוחררים (תיקון מס' 19), התשע""ז-2017",,928,"ועדת העבודה, הרווחה והבריאות","הביטחון, ראש הממשלה",False,False,1122,2017-07-12,2648,1019,9,,2015-05-18,2016-07-27,0,0,63,21,29,29,350,224,786,541
2018578,20,"חוק לייעול הפיקוח והאכיפה העירוניים ברשויות המקומיות (תעבורה) (תיקון), התשע""ז-2017 ",,926,ועדת הכלכלה,לביטחון הפנים,False,False,1137,2017-07-12,2648,1017,1,,2017-06-19,2017-06-19,0,0,7,7,0,0,23,23,23,23
2019116,20,"חוק לתיקון פקודת התעבורה (מס' 119), התשע""ז-2017",,926,ועדת הכלכלה,התחבורה והבטיחות בדרכים ,False,False,1092,2017-07-03,2647,1009,1.0,"more then 1 bill in page, split num pages between them",2016-11-21,2016-11-21,0,0,,,,,224,182,224,182
2016126,20,"חוק נכסים של נספי השואה (השבה ליורשים והקדשה למטרות סיוע והנצחה) (תיקון מס' 4 - הוראת שעה), התשע""ז-2017",,932,"ועדת החוקה, חוק ומשפט","העבודה, הרווחה והשירותים החברתיים, האוצר, המשפטים",False,False,1125,2017-06-28,2646,996,8,,2017-03-20,2017-03-20,0,0,79,37,13,13,100,58,100,58
2005775,20,"חוק הקלה באמצעי משמעת המוטלים על בעלי מקצועות מוסדרים, התשע""ז-2017",משרד המשפטים,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,1061,2017-06-27,2645,992,2,,2016-07-12,2016-07-12,6,6,191,107,132,90,350,224,350,224
2017533,20,"חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון - שיפוט בעבירות ועזרה משפטית), התשע""ז-2017",,932,"ועדת החוקה, חוק ומשפט",,False,False,1135,2017-06-27,2645,994,2,,2017-05-24,2017-05-24,19,19,8,8,0,0,34,34,34,34
2008645,20,"חוק שמירת הניקיון (הוראת שעה) (תיקון), התשע""ז-2017",,935,ועדת הפנים והגנת הסביבה,להגנת הסביבה,False,False,1089,2017-06-15,2644,990,2,,2016-11-08,2016-11-08,13,13,56,56,140,98,219,177,219,177
2013582,20,"חוק לביטול פקודת העיתונות, התשע""ז-2017",משרד הפנים,926,ועדת הכלכלה,"החינוך, התרבות והספורט , הפנים, המשפטים",False,False,1115,2017-06-08,2643,986,1,,2017-01-23,2017-02-01,12,12,91,49,0,0,127,85,136,94
2015890,20,"חוק המועצות האזוריות (מועד בחירות כלליות) (תיקון מס' 10), התשע""ז-2017",,935,ועדת הפנים והגנת הסביבה,הפנים,False,False,1129,2017-06-08,2643,987,3,,2017-03-20,2017-03-20,2,2,56,14,0,0,80,38,80,38
2008453,20,"חוק העמותות (תיקון מס' 16), התשע""ז-2017",,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,1086,2017-05-24,2640,970,2.0,"more then 1 bill in page, split num pages between them",2016-11-07,2016-11-07,57,57,113,82,0,0,198,156,198,156
2015602,20,"חוק המרכז למורשת מלחמת ששת הימים, שחרור ירושלים ואיחודה, בגבעת התחמושת, התשע""ז-2017 ",משרד ראש הממשלה,933,"ועדת החינוך, התרבות והספורט",לירושלים ומורשת,False,False,1120,2017-05-22,2639,958,12,,2017-03-14,2017-03-14,0,0,6,6,49,7,69,27,69,27
2016702,20,"חוק לתיקון פקודת מס הכנסה (מס' 247), התשע""ז-2017",משרד האוצר,922,ועדת הכספים,האוצר,False,False,1133,2017-05-16,2638,954,4,,2017-05-08,2017-05-08,0,0,2,2,0,0,8,8,8,8
2016539,20,"חוק השידור הציבורי הישראלי (תיקון מס' 8), התשע""ז-2017",משרד התקשורת,2029,הוועדה המשותפת לוועדת הכלכלה ולוועדת הכנסת לדיון בהצעת חוק השידור הציבורי הישראלי (תיקון מספר 8) ,התקשורת,False,False,1132,2017-05-14,2637,930,24,,2017-05-03,2017-05-03,1,0,3,0,2,2,11,7,11,7
2016378,20,"חוק השידור הציבורי הישראלי (תיקון מס' 7), התשע""ז-2017",משרד התקשורת,2028,הוועדה המשותפת לוועדת הכלכלה ולוועדת הכנסת לדיון בהצעת חוק השידור הציבורי הישראלי (תיקון מס' 7),התקשורת,False,False,1131,2017-04-27,2636,928,2,,2017-04-25,2017-04-25,0,0,0,0,0,0,2,0,2,0
2006777,20,"חוק התכנון והבנייה (תיקון מס' 116), התשע""ז-2017",,935,ועדת הפנים והגנת הסביבה,"הכלכלה והתעשייה, הביטחון, האוצר, להגנת הסביבה, המשפטים, הפנים",False,False,1074,2017-04-25,2635,884,44,,2016-08-01,2016-08-01,0,0,182,98,105,63,267,153,267,153
2005799,20,"חוק ניירות ערך (תיקון מס' 63), התשע""ז-2017",,922,ועדת הכספים,"הממשלה, האוצר, המשפטים",False,False,1062,2017-04-06,2633,676,30,,2016-07-13,2016-07-13,12,12,3,3,207,123,267,172,267,172
2007951,20,"חוק התקציב לשנות הכספים 2017 ו-2018, התשע""ז-2017",,922,ועדת הכספים,,False,False,1082,2017-04-06,2634,706,178,,2016-10-31,2016-11-02,0,0,-2,-2,49,49,155,144,157,146
568470,20,"חוק שירות אזרחי, התשע""ז-2017",משרד החקלאות ופיתוח הכפר,928,"ועדת העבודה, הרווחה והבריאות","הכלכלה והתעשייה, העבודה, הרווחה והשירותים החברתיים, הביטחון, האוצר, לשוויון חברתי, הבריאות, המשפטים, לביטחון הפנים, ראש הממשלה",False,False,947,2017-04-05,2632,632,44,,2015-07-28,2015-07-28,1,1,131,61,471,338,617,404,617,404
2015300,20,"חוק התכנון והבנייה (תיקון מס' 115), התשע""ז-2017",,935,ועדת הפנים והגנת הסביבה,האוצר,False,False,1119,2017-04-03,2626,584,8,,2017-02-27,2017-03-06,0,0,1,1,5,5,28,20,35,27
552532,20,"חוק לתיקון פקודת מסילות הברזל (מס' 9), התשע""ז-2017",,926,ועדת הכלכלה,"התחבורה והבטיחות בדרכים , המשפטים, להגנת הסביבה",False,False,868,2017-04-03,2629,600,16,,2014-05-21,2014-05-21,19,19,715,368,279,195,1048,609,1048,609
576941,20,"חוק התחדשות עירונית (הסכמים לארגון עסקאות), התשע""ז-2017",,990,"הוועדה המשותפת לוועדת החוקה, חוק ומשפט ולוועדה המיוחדת לדיון בהצ""ח פינוי ובינוי (פיצויים) (תיקון מס' 4) (פינוי בשל סירוב בלתי סביר) מ/1023",המשפטים,False,False,1024,2017-04-03,2630,616,8,,2016-02-23,2016-02-23,6,6,119,70,252,168,405,264,405,264
2005800,20,"חוק ניירות ערך (תיקון מס' 62), התשע""ז-2017",,922,ועדת הכספים,האוצר,False,False,1062,2017-03-30,2623,568,4,,2016-07-13,2016-07-13,12,12,3,3,215,131,260,172,260,172
2006022,20,"חוק המכון הלאומי למצוינות בספורט (מכון וינגייט), התשע""ז–2017",,933,"ועדת החינוך, התרבות והספורט","התרבות והספורט , האוצר",False,False,1066,2017-03-30,2621,536,16,,2016-07-18,2016-07-18,15,15,90,6,107,107,255,167,255,167
2006775,20,"חוק ניירות ערך (תיקון מס' 61), התשע""ז-2017",,922,ועדת הכספים,האוצר,False,False,1072,2017-03-30,2623,560,8,,2016-08-01,2016-08-01,3,3,208,124,0,0,241,153,241,153
2006830,20,"חוק המכר (דירות) (הבטחת השקעות של רוכשי דירות) (תיקון מס' 9), התשע""ז-2017",,922,ועדת הכספים,הבינוי והשיכון,False,False,1077,2017-03-30,2620,528,5,,2016-01-04,2016-03-23,0,0,174,90,35,35,372,235,451,314
2010356,20,"חוק איסור הלבנת הון (תיקון מס' 20), התשע""ז-2017",,932,"ועדת החוקה, חוק ומשפט","הכלכלה והתעשייה, האוצר, המשפטים",False,False,1098,2017-03-30,2620,534,2,,2016-12-12,2016-12-12,0,0,78,78,14,14,108,104,108,104
576454,20,"חוק מוסר תשלומים לספקים, התשע""ז-2017",,926,ועדת הכלכלה,"הכלכלה והתעשייה, האוצר",False,False,1021,2017-03-30,2622,552,6,,2015-05-11,2015-07-08,0,0,-51,-51,281,197,631,424,689,482
2005582,20,"חוק האזרחים הוותיקים (תיקון מס' 15), התשע""ז-2017",,928,"ועדת העבודה, הרווחה והבריאות",לשוויון חברתי,False,False,1059,2017-03-28,2618,516,1.3,"more then 1 bill in page, split num pages between them",2016-03-30,2016-07-11,7,7,226,142,0,0,260,174,363,228
2008580,20,"חוק רשות מקרקעי ישראל (תיקון מס' 13), התשע""ז-2017",,932,"ועדת החוקה, חוק ומשפט","האוצר, הבינוי והשיכון",False,False,1083,2017-03-28,2614,500,2.0,"more then 1 bill in page, split num pages between them",2015-11-30,2015-12-30,0,0,124,124,0,0,454,319,484,349
2009840,20,"חוק סדר הדין הפלילי (תיקון מס' 78), התשע""ז-2017",,932,"ועדת החוקה, חוק ומשפט","הביטחון, להגנת הסביבה, הבריאות, המשפטים, התחבורה והבטיחות בדרכים , הפנים",False,False,1096,2017-03-28,2614,500,2.0,"more then 1 bill in page, split num pages between them",2016-11-28,2016-11-28,14,14,85,85,0,0,120,118,120,118
2008601,20,"חוק תשתיות להולכה ולאחסון של נפט על ידי גורם מפעיל, התשע""ז–2017",,922,ועדת הכספים,"התחבורה והבטיחות בדרכים , לביטחון הפנים, האוצר",True,False,1083,2017-03-20,2613,480,20,,2015-05-11,2015-07-01,0,0,89,89,0,0,628,425,679,476
2005580,20,"חוק האזרחות (תיקון מס' 13), התשע""ז-2017",,935,ועדת הפנים והגנת הסביבה,"הפנים, המשפטים",False,False,1058,2017-03-16,2611,460,2,,2016-07-11,2016-07-11,1,1,133,49,83,83,248,164,248,164
2008605,20,"חוק להסדר ההימורים בספורט (תיקון מס' 10), התשע""ז-2017",,952,"הוועדה המיוחדת לדיון בהצעות חוק הבאות:הפיקוח על שירותים פיננסיים מוסדרים (הוראת שעה) (פ/5388),עבודת נשים-תקופת הלידה וההורות(השתתפות בעלות מעון יום ו-הסטודנטיות)","התרבות והספורט , האוצר",False,False,1083,2017-03-16,2612,464,16,,2015-05-11,2015-07-01,0,0,28,28,29,29,624,421,675,472
556160,20,"חוק הדואר (תיקון מס' 12), התשע""ז-2017",,926,ועדת הכלכלה,התקשורת,False,False,881,2017-03-08,2609,450,1,,2013-03-13,2014-07-21,7,7,222,173,0,0,961,530,1456,873
2010999,20,"חוק הכללת אמצעי זיהוי ביומטריים ונתוני זיהוי ביומטריים במסמכי זיהוי ובמאגר מידע (תיקון והוראת שעה), התשע""ז-2017",,945,"הוועדה המשותפת לוועדת החוקה, חוק ומשפט, לוועדת הפנים והגנת הסביבה ולוועדת המדע והטכנולוגיה בהתאם לחוק הכללת אמצעי זיהוי ביומטריים ונתוני זיהוי ביומטריים במסמכי זיהוי ובמאגרי מידע, התש""ע–2009",הפנים,False,False,1100,2017-03-01,2607,434,8,,2016-12-19,2016-12-19,0,0,29,29,41,41,72,72,72,72
2003633,20,"חוק הביטוח הלאומי (תיקון מס' 192), התשע""ז-2017",,928,"ועדת העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים, הביטחון, האוצר, לשוויון חברתי, הבריאות, העלייה והקליטה",True,False,1046,2017-02-27,2606,423,5,,2015-10-12,2016-06-08,48,48,182,98,0,0,264,180,504,371
2011891,20,"חוק לייעול האכיפה והפיקוח העירוניים ברשויות המקומיות (הוראת שעה) (תיקון מס' 3), התשע""ז-2017 ",,935,ועדת הפנים והגנת הסביבה,לביטחון הפנים,False,False,1105,2017-02-27,2606,430,1,,2017-01-03,2017-01-03,6,6,28,28,0,0,55,55,55,55
2009159,20,"חוק הרשות הלאומית לבטיחות בדרכים (הוראת שעה) (תיקון), התשע""ז-2017",,926,ועדת הכלכלה,התחבורה והבטיחות בדרכים ,False,False,1093,2017-02-21,2605,418,0.5,"more then 1 bill in page, split num pages between them",2016-11-09,2016-11-09,19,19,56,56,0,0,104,104,104,104
2009600,20,"חוק להסדר ההימורים בספורט (תיקון מס' 9), התשע""ז-2017",,933,"ועדת החינוך, התרבות והספורט","התרבות והספורט , האוצר",False,False,1094,2017-02-21,2605,418,0.5,"more then 1 bill in page, split num pages between them",2016-11-23,2016-11-23,5,5,50,50,0,0,90,90,90,90
575299,20,"חוק המים (תיקון מס' 27), התשע""ז-2017",,986,הוועדה המשותפת לוועדת הפנים והגנת הסביבה ולוועדת הכלכלה לדיון בהצעת חוק המים (תיקון מס' 27),"האוצר, להגנת הסביבה, הבריאות, האנרגיה, לביטחון הפנים, ראש הממשלה",True,True,1008,2017-02-13,2604,394,16,,2016-01-27,2016-01-27,6,6,139,90,217,133,383,250,383,250
2006479,20,"חוק מס ערך מוסף (תיקון מס' 55), התשע""ז-2017",,922,ועדת הכספים,האוצר,False,False,1068,2017-02-08,2603,390,0.5,"more then 1 bill in page, split num pages between them",2016-07-25,2016-07-25,10,10,172,88,0,0,198,114,198,114
2006948,20,"חוק להגברת התחרות ולצמצום הריכוזיות בשוק הבנקאות בישראל (תיקוני חקיקה), התשע""ז-2017",,952,"הוועדה המיוחדת לדיון בהצעות חוק הבאות:הפיקוח על שירותים פיננסיים מוסדרים (הוראת שעה) (פ/5388),עבודת נשים-תקופת הלידה וההורות(השתתפות בעלות מעון יום ו-הסטודנטיות)","הכלכלה והתעשייה, האוצר, המשפטים",False,False,1080,2017-01-31,2601,364,24,,2016-08-02,2016-08-02,2,2,33,3,99,45,182,98,182,98
2010691,20,"חוק הביטוח הלאומי (תיקון מס' 190), התשע""ז-2017",,928,"ועדת העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,1099,2017-01-30,2600,362,2,,2015-07-29,2016-12-12,7,7,28,28,0,0,49,49,551,348
546963,20,"חוק הפיקוח על שירותים פיננסיים (ביטוח) (תיקון מס' 33), התשע""ז-2017",,928,"ועדת העבודה, הרווחה והבריאות",האוצר,False,False,831,2017-01-29,2599,342,19,,2014-01-15,2014-01-15,19,19,855,459,216,132,1110,630,1110,630
